BFS_NR_GEMEINDE,GEMEINDE_NAME,BEZIRK_NR,BEZIRK_NAME,JAHR,KONFESSION_CODE,KONFESSION_BEZEICHNUNG,ANZAHL_PERSONEN
4401,Arbon,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,3534, 
4401,Arbon,2011,Bezirk Arbon,2017,121,Römisch-katholisch,4793, 
4401,Arbon,2011,Bezirk Arbon,2017,0,Übrige,6103, 
4406,Dozwil,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,208, 
4406,Dozwil,2011,Bezirk Arbon,2017,121,Römisch-katholisch,153, 
4406,Dozwil,2011,Bezirk Arbon,2017,0,Übrige,343, 
4411,Egnach,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,1914, 
4411,Egnach,2011,Bezirk Arbon,2017,121,Römisch-katholisch,1495, 
4411,Egnach,2011,Bezirk Arbon,2017,0,Übrige,1283, 
4416,Hefenhofen,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,421, 
4416,Hefenhofen,2011,Bezirk Arbon,2017,121,Römisch-katholisch,384, 
4416,Hefenhofen,2011,Bezirk Arbon,2017,0,Übrige,382, 
4421,Horn,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,754, 
4421,Horn,2011,Bezirk Arbon,2017,121,Römisch-katholisch,1182, 
4421,Horn,2011,Bezirk Arbon,2017,0,Übrige,801, 
4426,Kesswil,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,440, 
4426,Kesswil,2011,Bezirk Arbon,2017,121,Römisch-katholisch,289, 
4426,Kesswil,2011,Bezirk Arbon,2017,0,Übrige,270, 
4431,Roggwil,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,1157, 
4431,Roggwil,2011,Bezirk Arbon,2017,121,Römisch-katholisch,1122, 
4431,Roggwil,2011,Bezirk Arbon,2017,0,Übrige,777, 
4436,Romanshorn,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,2836, 
4436,Romanshorn,2011,Bezirk Arbon,2017,121,Römisch-katholisch,3327, 
4436,Romanshorn,2011,Bezirk Arbon,2017,0,Übrige,4764, 
4441,Salmsach,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,414, 
4441,Salmsach,2011,Bezirk Arbon,2017,121,Römisch-katholisch,435, 
4441,Salmsach,2011,Bezirk Arbon,2017,0,Übrige,562, 
4446,Sommeri,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,175, 
4446,Sommeri,2011,Bezirk Arbon,2017,121,Römisch-katholisch,248, 
4446,Sommeri,2011,Bezirk Arbon,2017,0,Übrige,142, 
4451,Uttwil,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,709, 
4451,Uttwil,2011,Bezirk Arbon,2017,121,Römisch-katholisch,521, 
4451,Uttwil,2011,Bezirk Arbon,2017,0,Übrige,622, 
4461,Amriswil,2011,Bezirk Arbon,2017,111,Evangelisch-reformiert,3682, 
4461,Amriswil,2011,Bezirk Arbon,2017,121,Römisch-katholisch,4172, 
4461,Amriswil,2011,Bezirk Arbon,2017,0,Übrige,5528, 
4471,Bischofszell,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,1783, 
4471,Bischofszell,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,2164, 
4471,Bischofszell,2015,Bezirk Weinfelden,2017,0,Übrige,2027, 
4476,Erlen,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,1331, 
4476,Erlen,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,1022, 
4476,Erlen,2015,Bezirk Weinfelden,2017,0,Übrige,1311, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,647, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,733, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2017,0,Übrige,558, 
4495,Hohentannen,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,255, 
4495,Hohentannen,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,161, 
4495,Hohentannen,2015,Bezirk Weinfelden,2017,0,Übrige,186, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,1264, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,902, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2017,0,Übrige,1393, 
4506,Sulgen,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,1272, 
4506,Sulgen,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,1094, 
4506,Sulgen,2015,Bezirk Weinfelden,2017,0,Übrige,1378, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,991, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,731, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2017,0,Übrige,635, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,783, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,449, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2017,0,Übrige,575, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,1287, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,1288, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2017,0,Übrige,1314, 
4546,Schlatt,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,916, 
4546,Schlatt,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,300, 
4546,Schlatt,2012,Bezirk Frauenfeld,2017,0,Übrige,453, 
4551,Aadorf,2014,Bezirk Münchwilen,2017,111,Evangelisch-reformiert,3087, 
4551,Aadorf,2014,Bezirk Münchwilen,2017,121,Römisch-katholisch,2888, 
4551,Aadorf,2014,Bezirk Münchwilen,2017,0,Übrige,2868, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,1033, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,847, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2017,0,Übrige,910, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,8655, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,8591, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2017,0,Übrige,8051, 
4571,Gachnang,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,1967, 
4571,Gachnang,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,1082, 
4571,Gachnang,2012,Bezirk Frauenfeld,2017,0,Übrige,1220, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,440, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,137, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2017,0,Übrige,257, 
4591,Matzingen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,948, 
4591,Matzingen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,987, 
4591,Matzingen,2012,Bezirk Frauenfeld,2017,0,Übrige,905, 
4601,Neunforn,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,592, 
4601,Neunforn,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,139, 
4601,Neunforn,2012,Bezirk Frauenfeld,2017,0,Übrige,273, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,571, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,327, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2017,0,Übrige,315, 
4611,Thundorf,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,837, 
4611,Thundorf,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,296, 
4611,Thundorf,2012,Bezirk Frauenfeld,2017,0,Übrige,318, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,565, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,265, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2017,0,Übrige,262, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2017,111,Evangelisch-reformiert,568, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2017,121,Römisch-katholisch,368, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2017,0,Übrige,375, 
4641,Altnau,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,910, 
4641,Altnau,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,650, 
4641,Altnau,2013,Bezirk Kreuzlingen,2017,0,Übrige,646, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,838, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,638, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2017,0,Übrige,688, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,1383, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,945, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2017,0,Übrige,1043, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,129, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,109, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2017,0,Übrige,110, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,650, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,456, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2017,0,Übrige,498, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,1171, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,570, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2017,0,Übrige,741, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,4979, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,6660, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2017,0,Übrige,10156, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,603, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,307, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2017,0,Übrige,397, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,693, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,457, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2017,0,Übrige,559, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,1080, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,1011, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2017,0,Übrige,1353, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,1662, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,1301, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,0,Übrige,1639, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,111,Evangelisch-reformiert,479, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,121,Römisch-katholisch,223, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,0,Übrige,347, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,111,Evangelisch-reformiert,1041, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,121,Römisch-katholisch,851, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,0,Übrige,666, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,111,Evangelisch-reformiert,289, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,121,Römisch-katholisch,550, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,0,Übrige,400, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,111,Evangelisch-reformiert,887, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,121,Römisch-katholisch,1100, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,0,Übrige,848, 
